USERID,OBJID,RATING,REGION
P9wWG8KKmYeb7cqSd5BdjQ,5Jgwr84zJyNWuqyWVPXCFw,4,1
CaaGjAM1yL_t4yhNLD3f_g,1bkp1NeTw5yg3hTsldkoPA,4,0
6jz_Yr6_AP2WWLbj9gGDpA,lhWpC9uGAyFus5BQYsyL6g,5,2
R7dm_9m_OrlMOZpfU2Dk9A,G9U-dJNiCfhelEeFgHCFVg,2,0
53bZ_EsXH71L7iFs5MP9_w,4uiijOUDzc-DeIb2XcKW_A,2,2
HQPh8nKNdn1jLRfiAWdu6Q,PQQQKu5lD8F0Rg9MxrGcgQ,4,2
bpumXJ7CDR8-Ap9HBYmgSA,tShJjONEucuIVvkBmEHu5Q,5,2
KdUAqW58EwaA-gZ4Me1W9A,koWjyPEroRzW4QvlwsBgUw,4,0
oGQnKOBNrwERM-MLLfpyGA,8R_oemw4rNjJL6sd40O_oQ,4,2
1DsuFRjdW0gDA23Xswzoqg,TIqOCRMRVjZ2zukO93axdQ,3,2
6pDCqee5g6jFB402L15kmg,HCwpeRZENHXOGIbKemOxeQ,4,0
qpcEm7kP20JGc0yreXmeTg,gRPDzmMU_0pQo7LyxrZ2Lg,2,0
H5TEwR-OD0XxILGNaewohA,7dFgaA_Bu1yvs42mDmjRAA,5,1
Ck3-SikwEb0U9G7RKh-O_w,CUgRXXf5UQVqj0DudnrT5A,5,2
zyFN0KU7Y9MfTZIROrsKhA,MZRqxvBkJLjKcoOjNz7yLA,3,2
pw1Ss8M2_uiFfH4xDyKjtA,LVKdUEcnFAPuLsfD_ahlRw,5,1
2nE0zU6y_F7gkwHi3yL6cQ,DgZ-pZUo3drzpiCDlDr9IQ,4,2
WFYg4CL8ZIeeQ-N9m31EOA,BxCzy1WOVxOrr_G7V4BIvg,4,0
QqlV0GQ4HYjj5Uw81nzBaQ,W4C1F5U42BjMeosDHnJ7Mw,3,0
dLVbAwlJXh0KwAJ0hM3gww,5zDP3Y2hdh6GJL9DVbQ2KA,5,2
4UQfst9jve4GCSfWpWn2uA,AE7q6_m187u6jhbfRipcJw,3,1
jlu4CztcSxrKx56ba1a5AQ,sRdtwkUUfLqwmRGoMtguvQ,5,0
ENiL4oCOhEN8BPoH_ABlLw,TZmMsbw5TbRqv8rmKj_aGg,5,0
1TJNKEl2k3NuMLICvjJdUA,CxxAzUN3J38UTZB6MyGB3Q,4,0
Kgxvv4DFWimTD3DlBhjbmw,-AqHQuD1JQBz4lUp2JRhvg,5,0
B7MAJ5WzAlnrIJZTPqmVoA,N4BbeIbQNgtUEEMutu9U3w,4,2
4PFwh5zbgyPhTGRtxkSZZA,PZ3qgjUMg8akZaP0CssYNA,4,2
3XDGNCH155seEXyEQPMi_w,GnDBpY-eqo35HtbCXaObfA,4,1
HBBv6M03xLEGmM-HYztQUg,LdIbT7-juPbdCXiCesV2gQ,2,0
U5XTWZj3Pgf730kOmL6qyA,BqTx8ZI3TaRyw-xYCE--OQ,5,1
i6nzTfZ8TRckJOGgZIpr5Q,qeJ8OUASkd0KQ1oEN3P--w,5,0
0tvCcnfJnSs55iB6mqPk3w,hRN4otcEsRO7O-EfFe0FYQ,4,2
6rGVoAI0Bl8ZEbMNJWOK3w,FB_dGtCcs59OlD_ptpMIlg,4,2
waN6iwcphiVEoCews4f4CA,DDgv4aKw2fo_BUumhNtRmQ,5,2
S84mUyQA14a4SLv6a8Lzaw,QJB0dqY_muOS8xCQd1SyvQ,5,0
u_wqt9RshdZsoj8ikLqoEQ,h-zsZBu2t3FfQaM9r-13kw,5,2
VydRAOyNlX2sm3v_s4oivg,DnJ5i7-SZRJ6X5ZGWCI36Q,5,0
jY-M01vatSmfy-mK_g0h9A,B33pyRg6kVCQSE5m11R9gw,4,1
VpqKcpEq2rgoS7Jlb_Aj1Q,2iTsRqUsPGRH1li1WVRvKQ,5,2
mE1s4m1_vaVPY-pMu7gHvw,AzYkEcENi7I1DsR2iushEg,5,2
93sq_DjYULPMD1HyhM5klw,Yk-M1qkLN_QNHUhxBtO4bw,4,0
dwFgmKO-PzJalyHDSGAT8A,ILpHHOfCvUa8MnaqELX-YA,4,0
Ut6Dl8A5THMkiB-fyq74zA,QEJgZqn_jYMvmkHaY8NKVg,4,0
KPY6FvT6h-r0W0HAC1Buag,BDu2NoWOtMaIMMU_VpjNIg,4,1
HPJ0yhq0xnrUl5CauF9kzw,7uQgityqvjoJI-T5ZHSGag,5,1
5Dz7v94NbI3UfbVLukrtpQ,9uFvJtN68vVFRLF4eOB9xw,5,0
EgotOxec2MuH4xvIv_KRIA,8naMr4xOmJAkIrSGjy9IPg,3,0
SygwXJI8crPvG7owdPSeDA,GXdnO7m8X4tjVl7MXHgN4g,2,2
_ydMM3RQ9aC_u6Rnso4LmQ,h5a8aJ_Pd71JzUGFA-IaAg,4,2
5iY-NZMtjkZcAZjh-2B3dA,WoLGuuAdU1W-0eMgKVm8Dw,5,0
xDl9ZF3SckkZde_48W6WeA,Xr33-xmuzXS_YOojBwYZZg,5,0
J_YUW5WkPmf8UCnQyoSjkA,Pw2gZg0DgqC-Te9JWKIAFw,2,2
oc3u68ugJlAP__025Ji2fw,bHaeNpSaM4uJgJFMaCJ_wQ,5,2
CbUaIQ30oeBIK4cXEhr6IA,GZ_8-gCKKx3n31WTMmQeXQ,5,2
Tsm8VraTp5OGyVALtUiCeQ,2Z59ijv2HXwcYfAQSbAvyQ,3,2
2U5VJvQ17FtB0wAmpaMowA,DgZ-pZUo3drzpiCDlDr9IQ,4,2
_-gnSzjvS0lAwuvpUdJoyA,AVF87C3Z2kkS-Ct7Mely9Q,3,0
-tnodf38uCXjogMhZtcWxw,2iTsRqUsPGRH1li1WVRvKQ,4,2
SxMBY64n31UHPjxzIastUg,koWjyPEroRzW4QvlwsBgUw,5,0
WlL5xRcG2paD6XGuACXmhA,a76SwwCXPZ7sIy3FkX-rxw,4,0
YKx4wqrFxNS1TexLQ9HB7Q,1gZQHfQgePCuLiwBBJcwgw,5,2
UvIb5v3biEgcxWKnxf0ocg,J6n-P8InsDe8dGf5TC1bXw,4,1
KdUAqW58EwaA-gZ4Me1W9A,DiCMYxT69I22-1nfsvYAJQ,5,0
hWDybu_KvYLSdEFzGrniTw,7xvbhxambsLPJ5ZqaSNxtw,4,0
3o8c_R-Kv5UOoXXuMEOZAw,O3OH5IEFMPtz7mPKakPZ3Q,5,2
6Ki3bAL0wx9ymbdJqbSWMA,e0blPZYr39r3ohUDFA-MnQ,3,0
QJI9OSEn6ujRCtrX06vs1w,U8I4TXUly-Ti1j9sbTEMUg,3,2
969cB0u7sZHkmpZtoecZPA,XJN3OhXLBDa8zAqdi21FFQ,4,2
kjeX2RXvW7RhBbD2QLd5jA,uoZwJJaplLsktVrRw0JiQw,3,2
m2vjSXdfs19kNnqUUpAmOQ,N9BN9ldVl1FNzcB9_eAstw,5,2
veRNLv6_8QSJXFnKwQaexw,lXoJQpW0bfj15lWJG00Vwg,4,2
6qFgbBGrcRlgZNb8jOd9LQ,Lzr34VkDJQ6l8oWq9MptAA,2,0
HEKy5l1atBu-pHfOqfJ-RQ,KAmYlUNaGwEpEOLa1KJ33Q,4,2
TBLdjYJMIDaM6dB23AenLw,3ym4vHN1aNqTY8XXZy5p2w,5,2
25QzG8_MT4zr4JiglZI8dQ,YdxdvZwt1FddrGQ0Pu5CxQ,4,0
pwQ8E-hbDUJe3qtKt_IBBg,8R_oemw4rNjJL6sd40O_oQ,3,2
XPG7ps_Q9iSlxc-fi8py9w,BaMQOhwTsid9_D3MOxYduQ,2,0
wM7HTh-ixzNpZfTvFZmbuw,oEhPArlEV-nuQgtiUEj6yw,5,0
ccqlLGfbdxGX6t6wE53R7A,nO0UrzXWSzWkghUGL7fxuw,3,0
EtFYEN0sbxkZOOt3DE7vWg,gChmBjLSe3qa8rzEngoDLQ,3,0
SJHZlBsy0GF_HYRN7wG-6A,4LlSn5JnHiiBkQFRYMHqXA,5,1
7V29xzsIxlHfdcHsnpHB3Q,QiJxOHqRzi9Ic1QQijApRQ,3,0
wk-QmrbyCtGD23oIhMP44w,MJ2Llajfj8DS3zyCJim1rw,5,1
HXv7eS-jw4fTVC42HSl0Qw,3YjPlOX3VHzKguHetiR_3g,3,2
WAbTQD5OE6Mf6nYU9qUwGg,63dCBZQILHR-QogyKXnvXw,3,2
JiPMk9WmbJu-VfTRAKpZpw,hDD6-yk1yuuRIvfdtHsISg,2,0
5xrHnV-8-TotHbT-dq21WA,1BrIPwRhJHOp6yBwjoRtgg,4,2
-ePhZcmGLxY30M_BBMhzXQ,kY6BNX2Lx-dtvYmtBeZJyQ,4,0
g4xr80W9n71ZrFV2JYzJ5g,0BJK4_RQnNiiXJcYPEgG3w,2,0
f4mMAyIgK8LESUCCyFzHEw,HZi427Fb9-lpVdwZKTk7yA,5,2
oNh7cbFbZ_sO1mz50miLIA,BC5MXeRMkw4jheSb-GVQBA,5,0
7sNE58P4AvsX6QHE8ypCiA,cKgUCzMGuRgkbKXUsgeXUw,5,2
1dWLN4Mr4hKhu8MQUCKqXQ,5MnLa1nE606cvNGlSFt01Q,4,2
qd16czwFUVHICKF7A4qWsQ,8yjGIa9pv2AWaWqxlt4DDA,3,2
EYwvNonD5kUGGNRTGjAAHA,aD0EslPREWGDlSpD0RMlEg,5,2
N5URmpyygDBSC_8UShI_6Q,YavRvjbLsvh4DYDJPAfJIA,4,2
JnPIjvC0cmooNDfsa9BmXg,Cy9LmQrY9rWwaNTSqxQn6A,4,0
wk-QmrbyCtGD23oIhMP44w,Cg7X-a-b3boTQojQZznUxQ,3,1
VFxrLIlgApHIdOCrkAYIGA,Eepah0Ni9iRx-W10PvkbBA,5,0
tX-DzjcF0qLDc99UF1fyrQ,kEC675O6YwRH30ImVxBCCA,2,2
jhPrEZShHtyGjSGMNObVmw,GqAhzWm6XkUVdJ9pK1lTPw,4,1
ehLO_Oyj_HU5DnZGR83bsA,-_5jDOVvqi73YO5qR5Y1cQ,4,2
oLLYmkej2TMHaTbudug5eA,ZV_WwVWXjgXFI9Ug2HyOUw,5,0
TwUqavuMpDWCw9iCva3KXA,RemaGokjnHrNVoOtW83oOA,4,2
DpcxYLMU6JaDiOtvcl6PBw,Pdnh437o_59l0QZsxvQqLQ,1,0
7W6qj6dMdUBIK0J3aY3_oA,YMipxiRDk0_AgzagXMl6bA,5,1
SJHZlBsy0GF_HYRN7wG-6A,wY75eFVppJy3Ux7NGEY2GA,5,1
HFItzRohDHZvcKDrM6ABZg,PIwSbJQ6wdqkBmImj0zWuA,2,0
WYU7YDh9u7tr__XGRwj3ZQ,NfQTfc22vHKsq-UA05nAHg,4,0
G5BqF32PyIQ5IvplDvpKnA,C5WKPU-802vzLuDmwforBA,3,0
eteU71BreWIONFxtIsCP9Q,Kh8zX5xfnobNiRYcFJCi0w,4,2
2BhpwsmTRHySlDZC-gaj0A,88TyKo52CRajXHxWlS5eEQ,5,0
agqWketq-FhYwVmRyli4jA,xtUTw9M21mIfmpIQfBGgjA,4,0
q91tQNboB-0HWtM8cXRjdg,-rg5vXpJgqB23FOQJuqMeg,4,0
8c53BdBWPcbioN3WZJWdCA,FM6hRJtjDwNeZWa64wpdRg,5,0
UJJYM5ZFG0imgJU9wQUuEw,I4VC1sJRNzTgx4rObIZ7FQ,5,2
oZ9wTJLI9GxQEtvp2OQoxg,Quh8Fjutyw15B6ZGZEf2gA,1,0
o1hdVCYTWCTHEQZbmVT8Jw,q9SVBDGK8EZZ7ICUao1skA,5,2
obxrjNKD6Y1ic7iyXQU7ug,UiRHhHhDaXzkkoJCf8LcTg,4,0
qOdmye8UQdqloVNE059PkQ,R_9PIy-iFsZOU52S8TTK_g,4,0
aKN3Fq2uaRJTwZRPlI5GcQ,iPAUK7hyTWYpRfY7SOwwrg,4,1
4PFwh5zbgyPhTGRtxkSZZA,g8OnV26ywJlZpezdBnOWUQ,3,2
bLbSNkLggFnqwNNzzq-Ijw,UvRW3JBsfu71LK3MA4xgkQ,3,2
tQuEVOwokhp63Xl6wEvmqg,MJ2Llajfj8DS3zyCJim1rw,4,1
ICw4trkmmulxI-SwmY0yiQ,DgZ-pZUo3drzpiCDlDr9IQ,3,2
4dIxMP5--LX1X0i3s3PIAA,C9vu1zS0ZYOWlt6f8wkKnA,4,0
Muuk7TjVG_-pek8VzJc0NA,s1b39BK1WFRY9200fwFCmg,2,2
Q9mA60HnY87C1TW5kjAZ6Q,XmgdFa3G_CZVfjtQEJMZfQ,4,0
mY7AWgtA90KQXxKhFAhC5g,ELbG4q2AWfBAu2aHN2Vvww,1,1
1TkFY3Z_g62uZ6xNhAhXoQ,jBKJMUcMuBmHqe5_U7GQ0Q,4,0
Ed20T0T3jkAqVBBiyXju6A,ofXqwIbHprYF6TP47XudOw,3,0
4Xwo12Uxb0EPmHMe5rgHMA,7E6wQmRnwrHo5UAE-M52yw,5,2
p1hBWew9iS4OYu_fzsK6MQ,4PWgVhWOsuSAoKV2KK-PMw,4,2
-2OB54nQ6FsGLUM-R1KXnA,rOyJdbHFLn21KKRh7RlGRw,5,0
xvgX6OAYrmBYV1_YC0C_ow,CD-N5vYkLkNE6b5YfhlR7Q,4,1
gImuoDkxLASV9tUBhPwWjQ,NgkIOCNwgEuF740lf5q71A,1,0
V_d-f3wYgulAqNLVZijsLg,S3zhwWlM0xSYU8tJeYGNRg,5,2
IOC3Iuu8t3hhtPMt9ibmpQ,2OJrznHaA4Gz_KYbQnAuzQ,4,2
psHTikQaM3rLRiMtq1gZeg,eRNDudpCqrDuRaz4-reNOQ,4,1
YrlNGnrofZHseVYxrLrvJA,fAk9qyerNfr3y55CdZcjDA,5,0
sLyFQX2Ipxj0xAdfQtff8w,2auigv5pF08RjJ8CL1dIVw,2,0
UmXzwFM2OkZHWJ5cJZlqkg,VfaxW4igH57KHsIHR-W7Nw,3,2
dvgzLpLii0MOlR-X59MlGg,OZC42gnhlJ_auXduDRfMoQ,4,2
HV24bliLib6FuMW3bWBrpQ,MWde5YzXWcNbpQ0604yGKA,1,1
3eUPfBdVr1BexmC0bGgCvQ,RBAcL6hg2yoaTRv0kKUjPA,4,2
aDYNz8cujkDdmbiOh95ANA,7yEHwJrpnED8TqaYaR1smg,3,0
u0JoB0Vm1ZhwF8nysxPnfg,UV0GO7_q-_uffNjY53sr3w,5,2
HLFRql-2xgMUhe7-0uRigA,Qpfn1a2lt-kS_GVIyWzLvQ,5,2
Q6E66wyWs8OOC_KxDLT4MQ,S6HTXcS97j173_btjN8w7Q,4,2
ISnQFvO_qKRoQTyj7DxdhQ,aIZQF2UCLv6ru-zsPK4H2Q,5,2
RrLRd9M2Q6iYCNnKMZsdtw,-Z7Oxv9nuPJI4ov4ufvvdA,3,0
AKXqbuifvfvNEpr3Qs51hQ,7BIbvCkI7AXQMVC1-DHpCA,2,2
wzyGNvArcpUjZauRWFrKHA,ZARPISrzPW6PrMSwexHnxw,3,0
A5XdqRuzz_Oe0gy1WJUgZg,LCvHBQBxcFm9dyW2uxTO9Q,2,2
o7NMUfN_8HrSC6waZkLpKA,bHaeNpSaM4uJgJFMaCJ_wQ,4,2
N8Iriob3n95cfybxXF19DA,asCPMMAA1wW3GJvrPA4fTA,2,0
M_UuEwc_HoqPhqgEzkjPrg,P3pgWKV7j_ea-UqIaOnvvg,5,0
F-XkGoU9tZxZLdGI6JAtZw,2Q89PhkcyT9uZnQORmqMKg,3,0
n86B7IkbU20AkxlFX_5aew,Mw1Q04VtMm3vG3pBByXRtQ,5,2
rPRy7N3WCD3sVCrF60OOnA,pi1DHl64UzYXkVuSwvsUwg,3,2
PGOHKWt3_oLuFLvx_0M70A,Q6lRyplXzkTQzmiC_hWPjQ,3,2
oZyiiNdA-I5zk_EHUmGRMQ,I3lHQQ7CbN75JJCkkAqphQ,2,0
KPY6FvT6h-r0W0HAC1Buag,hSNzpVnmPJLjCndBal4KFA,4,1
L7xRncCG-irmaFlDNhMHiA,Zf79K5QvjpT26M9OMt55sw,1,2
PliQ1Jc1inKkEVjI2Kv_yg,a7PQyftj6OURt0f5evJRUg,3,0
mu6xEHThck91bAyD38XuZQ,1oVjBJh3fNfy6_MTdP9HXg,2,1
e0AUdCu-jeOkLImiEzlTDg,2bEq0X0ec-U_-qOE_I7fLg,4,0
wyRkuR7E6gyQ8F3qTnF0nw,FGaTBnekPrfY9bGHfmZZQw,1,2
mZ9nZVLJBR1Q8vIi-gMIRQ,TrN8HBHBL4-Tu7cXMDoopQ,5,2
tWBLn4k1M7PLBtAtwAg73g,10cjlsUzS8rAKMjdEWbxvA,3,0
KUwmXka6hNDZ7wNP-_rIRQ,NMO1hExBvamoZ9RKEVNcYg,5,0
-Aw9kRoXmFptUMN2XkJY9w,0Ovh4Vn9ntMt5Ara-ZP2sA,4,0
KFpDLUoTZwkX0q0NASAjyQ,4IaR1Dhi0OXuSeqsELQ9mg,4,1
Vwwp4QxVhmP7uNJz4pdkDA,RC0MyBO6xX9_xeN2a_fN2Q,5,2
ME5a7UbS3PLTQiohCz3qww,2CNCcHA9txth664ALX1wvA,2,0
lEw2VL9JCDFk3R5NzahqnA,-3SjhBm5C1ZYoG5hNUvHzQ,2,0
SxV1Jq7UANuSYpn42JXvOA,ENf5OroRNPXXL6_eLlobmQ,2,1
mlXLPBayYqjbUMmtFrlw4g,ZvpG-rlHVli6hZPvchnaUA,5,2
OzGlDEQ_vzH8QU9NBRs-pw,1q-0v6rg3X-K6qMj81wt-Q,3,0
3q-Nc1wWrnyKB53I0ZiCwA,jwH2bAFYAEQw2TqACedRFQ,5,2
0SZy4uieBzBzg54vRdAfgw,MoD5KEV8Vcq5W86CUVzO6A,3,0
7HOTOydGS7wJYaJqNoDfeg,JfnV0ffC2LXy0xMLeYAePw,3,2
WPNPOHwyyzDH2QBI9ketcg,NMO1hExBvamoZ9RKEVNcYg,2,0
HHrDK8PKL3div1uBYym6LQ,fCq3AVUzWDarScN020AcjQ,5,2
WYAKvCoTfxmpwqgFbPAs4g,MtlMLIka8sk779RqVp6-Qg,4,0
9Sr6NJcjjX2DLv8UwAqWYw,KXLjOJbl9VYXFxKT4YK99Q,2,2
bcmcnSWyDY5FephDIdZa5w,14bbxz_tRpf6oI5fWiVh9w,5,2
R6NNz2Zb2yqpRWJNKIWldg,SNkkuchbVtUzCwyENcai_g,3,0
Sn6b4vSAEwvVEw2ZsJ-cCA,7YJrRufp-0tlNnihJy-Xeg,5,2
0jLyXYnYYw11QYaz8nv_mQ,w7KLpuYL1yySgln6c6ZxNw,2,2
xBZ1_3ylm3hf3VQHZ3ApFw,V_QmrlUCDeDtYrw73nUKwQ,4,1
LiKlpv8oYE3aYstnau_nQA,2sslQMFDlzk2yMcRGwSjdg,5,0
rCWrxuRC8_pfagpchtHp6A,HtmxkN4srLQu2zIa-4-7_w,5,0
Mqg4L8flJmg8pqeR-uYyRg,Cg7X-a-b3boTQojQZznUxQ,4,1
rXKjMIo0jVFmUfaqCqDs0Q,WkqSnHw6Q_mHPzgDVXBzBg,4,0
H5TEwR-OD0XxILGNaewohA,1WGiOXUqId8elr8u-b7J8g,4,1
CxDOIDnH8gp9KXzpBHJYXw,ISzpUnmcKJdOH1q2jPmLYg,3,0
RvXTDScB01DbDaV7XOuE-w,krvqEVmPnJJYA9ngZCHX2w,4,1
dPPl-75Koa748WjmYzmPkA,dtjOkuk-UNjsRLDa1snxDw,3,0
gwIqbXEXijQNgdESVc07hg,JqcKEsoIvJh-NTnp1pZSgA,3,0
6X9PioodbNo5nnkZTFWhWQ,9G4CrXWWkpbUyptP8iochg,4,0
UGlJYHK0I7TM6yLB3Rkp2w,OL0VHEoGXhjm6PzYMa2NsQ,2,0
ZS_SiPpiLocKfYNjRZTeww,OIKp-6ObAd-yW-32U3c22Q,3,0
IY8cvV2SQuhJjKhRW68tFw,vHEc17fY80jlW5pJtyPepA,3,1
UrfdzamoBt0WW9Ifqy7RIw,crstB-H5rOfbXhV8pX0e6g,5,0
ShC0d1mzKySVp228dF4ClQ,g8OnV26ywJlZpezdBnOWUQ,5,2
5lO-cE6SJyfZczjJCXp7pQ,2Os3TUQq872wuNM07Rsmgw,2,0
Bj_MarPEKBe2xN12YimekQ,A0X1baHPgw9IiBRivu0G9g,4,2
aD263WOD4RShoqgvVhcKqQ,VSjzy2RF0ojIVCSyEoTnXA,5,2
lhWPrEBzorygXA4TpimQ3g,AAT50SSFgYWh4ntRAnxwuA,5,0
NRGJ4IvauajqqCbhT640cw,Q9jBwye-g64eJ0acAjLwdw,1,2
UvIb5v3biEgcxWKnxf0ocg,noNQ4jKRRAVPaRFnCgIg2Q,3,1
R-xGsTpwlwuOe_vAbg_aeA,r0qqCtctSUO7QvvSoRYqXg,2,0
7lBIZHQfYNahg4tpDqEXtw,aom8XyA2yJeqDOJQPJCWIA,2,2
txzOZrHK9EVY0kYjSuXkKg,TU2ZbpWu7sbZvNyCo6S9kw,4,1
rl4hqDnywPJDCK4wfbXMzg,jvBtMCDY5sjYVaQF5--Q7g,4,1
IRZifXidb51Uh-tb17wegg,ZFqFV0tBR02cSxywyFDphQ,4,0
sLyFQX2Ipxj0xAdfQtff8w,c6f8wBjPLDzyubEBqgcMnw,4,0
1g9_rAfoKieVn64my3Awbg,mhojF5wV2lDbTcgpnKNIFw,4,1
raWHBzo-7sFowVvMd2OwOQ,grZEbAsZwWA3yJMwDRl0Nw,5,0
T-1s6UHq-q-V8khoOmdS4w,02M8HgSalOA3EqZXUneBoA,5,1
qt1b6zXExL-uoJGRRouQYw,OLiq1Ud76KyaBry257YX3w,4,0
GWdbWpy3u_ET1QVwgnK7pw,DbEszO3wk1xVmN3pCPob2g,4,2
15NqzckPUZx6bYjLc27r2g,QiY_HMcR2fwp50roU2FIcQ,3,2
utRlrauZEOF_2kASsIoJ7A,y9OO_K_93YCI2p4QjrmX1Q,2,1
wSAQBB_q0iz2Cq-YQHpi8A,4QvHTHxyAbFKG-H2T2S3eQ,4,2
6lmpr-WllUmPk094mpvQ_w,ABtCLFoIEH26T2Ij-FQjag,2,2
o0WGr8L3BWfH2Bslpnqw6g,ADkvznpeBJJCcJByoccg2Q,4,1
c7KRpENpwni-RfjRNrYfRA,4K5NUsinIgtq-yuxdp2HdA,3,2
VeYSD3Xgxd-R4yowet51tA,y5KAK-uNq1M-cOuqLq2t1g,3,2
HUN33bP2LofcZctrpOyKZQ,QaRXXPfmcLmrPmLB2DKO3A,1,2
xhVlmdU1sPVH6GBJw6AZtQ,4f1zK0LmCcpB-qad0KdlxQ,1,0
xm7K_VNtlWy5w5KZMov4dw,8IvQuR_f14MkiqLsir9DqA,5,2
vFcW_gM7-NyBv3xUYACTAQ,TylutGFTBySdVLN1eKDD_g,2,0
GIZXLWqutXUP2cDXvuSfUw,dpHM2isBgLbQLI_rCg5i9g,4,0
RBZ_kMjowV0t6_nv2UKaDQ,ZINEfhpVrb0Uh6VbX9-sOQ,5,2
CqkdpG2tkCPQA69umlAHsA,MvwjxVPtKXP__ADkvlypuQ,4,1
tFTU5yWOCQLqJMs2YhAaFQ,isP7L3QvK50n3FDlRKRtOQ,4,2
jGPj8xX6-ZjLhegdBBhdQg,9njwmO6YzhaQB3-htNMFYQ,2,2
bez3i2gcPjHwPkGblDa_DQ,NYf9TKBKPpa1wkA_uwIlfg,4,0
JnPIjvC0cmooNDfsa9BmXg,WB3nXcDioVvGax2u5_jXhw,3,0
YwaKGmRNnSa3R3N4Hf9jLw,f40hFx8nMhRAf4bSh6fXgg,5,2
0ZpApT0cq3Kg0SIwSUKyNQ,GuSk6ON_K8A-nMNZ_zmknA,1,2
jZ1ziwykb5EEla5y4D5Ozg,tXec672NHkM8PFZZAsEXAw,4,0
Zi9IlM9rbeSjxAJX43MsXQ,7ZbjK_dmojrxoY-CBeHPeA,4,0
hZfzVrhsCQ9JDAb2jYoJNQ,4eowvUTUgOs6X8wJeYsDmA,2,2
VdAFcSPJgMvCAmp869X2gQ,Iexv0Un2MfGEjHk8ejL8Ww,4,1
utRlrauZEOF_2kASsIoJ7A,MGLHctsHyRDWp6aVAsCw1A,4,1
ZsjuEgOdvx9l5GKZdtwYIw,P7pxQFqr7yBKMMI2J51udw,4,2
